"set","tag","n","lambda","rho","seed","converged","n_attempts","drift","ess_min","ess_med","ess_frac_low","input_fix"
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s195",300,0.3,0,195,FALSE,1,1.34553157562377,1.35790841881152,1600,0.0242694403169886,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s196",300,0.3,0,196,FALSE,1,0.427898242337875,4.83801684800006,1600,0.0123823675086677,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s197",300,0.3,0,197,FALSE,1,0.352941176470588,1.5923644401647,1600,0.00941059930658742,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s198",300,0.3,0,198,FALSE,1,0.344904910959876,3.12851378911482,1600,0.0450718177315503,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s199",300,0.3,0,199,TRUE,1,0.0798408214161433,37.2899270261851,1600,0.00346706290242694,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s200",300,0.3,0,200,FALSE,1,1,1.55512231353535,1600,0.0534918276374443,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s10",1000,0.3,0.5,10,TRUE,1,0.0434782608695653,71.594494238205,1600,0.000495294700346706,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s11",1000,0.3,0.5,11,TRUE,1,0.149670618892457,54.7209369010189,1600,0.00247647350173353,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s12",1000,0.3,0.5,12,TRUE,1,0.028409090909091,65.3223087992056,1600,0.00297176820208024,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s13",1000,0.3,0.5,13,TRUE,1,0.011482254697286,82.5008677282029,1600,0.00148588410104012,""
