"set","tag","n","lambda","rho","seed","cluster","node","time","M","arms","realised_frac","wall_s_total","wall_s","n_errors","errors","R","BACE","MCMCglmm","Rphylopars","castor","git_hash","imputations_saved"
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s120",100,1,0,120,"totoro","totoro","2026-09-26 09:23:29",20,"freqA;freqB",0.3,25.904,"freqA=19.8;freqA_castor=3.9;freqA_er_castor=1.2;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s121",100,1,0,121,"totoro","totoro","2026-09-26 09:23:25",20,"freqA;freqB",0.3,21.087,"freqA=15;freqA_castor=3.8;freqA_er_castor=1.2;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s122",100,1,0,122,"totoro","totoro","2026-09-26 09:23:26",20,"freqA;freqB",0.3,21.905,"freqA=17.4;freqA_castor=2.8;freqA_er_castor=0.9;freqB=0.6;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s123",100,1,0,123,"totoro","totoro","2026-09-26 09:23:29",20,"freqA;freqB",0.3,24.35,"freqA=17.8;freqA_castor=4.2;freqA_er_castor=1.2;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s124",100,1,0,124,"totoro","totoro","2026-09-26 09:23:29",20,"freqA;freqB",0.3,24.207,"freqA=19.2;freqA_castor=3.1;freqA_er_castor=0.9;freqB=0.8;freqB_castor=0.1;freqB_er_castor=0",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s125",100,1,0,125,"totoro","totoro","2026-09-26 09:23:27",20,"freqA;freqB",0.3,21.998,"freqA=15.9;freqA_castor=3.8;freqA_er_castor=1.5;freqB=0.6;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s126",100,1,0,126,"totoro","totoro","2026-09-26 09:23:29",20,"freqA;freqB",0.3,23.039,"freqA=17.1;freqA_castor=3.8;freqA_er_castor=1.2;freqB=0.6;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s127",100,1,0,127,"totoro","totoro","2026-09-26 09:23:29",20,"freqA;freqB",0.3,23.117,"freqA=17.3;freqA_castor=3.8;freqA_er_castor=1.2;freqB=0.6;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s128",100,1,0,128,"totoro","totoro","2026-09-26 09:23:31",20,"freqA;freqB",0.3,24.647,"freqA=18.7;freqA_castor=3.6;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s129",100,1,0,129,"totoro","totoro","2026-09-26 09:23:31",20,"freqA;freqB",0.3,23.01,"freqA=16.9;freqA_castor=3.6;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s13",100,1,0,13,"totoro","totoro","2026-09-26 09:22:18",20,"freqA;freqB",0.3,24.753,"freqA=18.8;freqA_castor=3.3;freqA_er_castor=1.3;freqB=1.1;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s130",100,1,0,130,"totoro","totoro","2026-09-26 09:23:32",20,"freqA;freqB",0.3,23.29,"freqA=17;freqA_castor=3.7;freqA_er_castor=1.5;freqB=0.9;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s131",100,1,0,131,"totoro","totoro","2026-09-26 09:23:33",20,"freqA;freqB",0.3,24.614,"freqA=19;freqA_castor=3.3;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s132",100,1,0,132,"totoro","totoro","2026-09-26 09:23:36",20,"freqA;freqB",0.3,27.23,"freqA=21.1;freqA_castor=3.6;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s133",100,1,0,133,"totoro","totoro","2026-09-26 09:23:36",20,"freqA;freqB",0.3,25.957,"freqA=19.2;freqA_castor=4.4;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s134",100,1,0,134,"totoro","totoro","2026-09-26 09:23:36",20,"freqA;freqB",0.3,25.491,"freqA=19;freqA_castor=4.1;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s135",100,1,0,135,"totoro","totoro","2026-09-26 09:23:35",20,"freqA;freqB",0.3,24.97,"freqA=18.6;freqA_castor=3.9;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s136",100,1,0,136,"totoro","totoro","2026-09-26 09:23:34",20,"freqA;freqB",0.3,22.832,"freqA=15.9;freqA_castor=4.5;freqA_er_castor=1.4;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s137",100,1,0,137,"totoro","totoro","2026-09-26 09:23:39",20,"freqA;freqB",0.3,27.84,"freqA=19.7;freqA_castor=5.6;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.3;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s138",100,1,0,138,"totoro","totoro","2026-09-26 09:23:38",20,"freqA;freqB",0.3,25.366,"freqA=18.6;freqA_castor=4.1;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s139",100,1,0,139,"totoro","totoro","2026-09-26 09:23:38",20,"freqA;freqB",0.3,25.081,"freqA=18.7;freqA_castor=3.8;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s14",100,1,0,14,"totoro","totoro","2026-09-26 09:22:20",20,"freqA;freqB",0.3,25.53,"freqA=19.3;freqA_castor=3.9;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s140",100,1,0,140,"totoro","totoro","2026-09-26 09:23:38",20,"freqA;freqB",0.3,21.809,"freqA=15.9;freqA_castor=3.8;freqA_er_castor=1.3;freqB=0.6;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s141",100,1,0,141,"totoro","totoro","2026-09-26 09:23:40",20,"freqA;freqB",0.3,22.772,"freqA=16.7;freqA_castor=3.6;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s142",100,1,0,142,"totoro","totoro","2026-09-26 09:23:38",20,"freqA;freqB",0.3,20.674,"freqA=15.1;freqA_castor=3.2;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.3;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s143",100,1,0,143,"totoro","totoro","2026-09-26 09:23:42",20,"freqA;freqB",0.3,25.163,"freqA=17.7;freqA_castor=5;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s144",100,1,0,144,"totoro","totoro","2026-09-26 09:23:40",20,"freqA;freqB",0.3,22.955,"freqA=16.7;freqA_castor=3.6;freqA_er_castor=1.5;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s145",100,1,0,145,"totoro","totoro","2026-09-26 09:23:39",20,"freqA;freqB",0.3,20.969,"freqA=15;freqA_castor=3.7;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s146",100,1,0,146,"totoro","totoro","2026-09-26 09:23:38",20,"freqA;freqB",0.3,20.3,"freqA=14.1;freqA_castor=3.8;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s147",100,1,0,147,"totoro","totoro","2026-09-26 09:23:43",20,"freqA;freqB",0.3,24.422,"freqA=19.5;freqA_castor=3;freqA_er_castor=0.9;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s148",100,1,0,148,"totoro","totoro","2026-09-26 09:23:43",20,"freqA;freqB",0.3,24.546,"freqA=18.3;freqA_castor=3.7;freqA_er_castor=1.5;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s149",100,1,0,149,"totoro","totoro","2026-09-26 09:23:44",20,"freqA;freqB",0.3,25.005,"freqA=18.8;freqA_castor=3.8;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s15",100,1,0,15,"totoro","totoro","2026-09-26 09:22:20",20,"freqA;freqB",0.3,25.626,"freqA=19.2;freqA_castor=4;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s150",100,1,0,150,"totoro","totoro","2026-09-26 09:23:41",20,"freqA;freqB",0.3,21.22,"freqA=14.9;freqA_castor=3.8;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s151",100,1,0,151,"totoro","totoro","2026-09-26 09:23:45",20,"freqA;freqB",0.3,23.246,"freqA=16.7;freqA_castor=4.1;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.3;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s152",100,1,0,152,"totoro","totoro","2026-09-26 09:23:50",20,"freqA;freqB",0.3,25.643,"freqA=18.8;freqA_castor=4.5;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s153",100,1,0,153,"totoro","totoro","2026-09-26 09:23:48",20,"freqA;freqB",0.3,23.155,"freqA=17.5;freqA_castor=3.3;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s154",100,1,0,154,"totoro","totoro","2026-09-26 09:23:50",20,"freqA;freqB",0.3,25.086,"freqA=19;freqA_castor=3.7;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s155",100,1,0,155,"totoro","totoro","2026-09-26 09:23:51",20,"freqA;freqB",0.3,25.507,"freqA=18.7;freqA_castor=4.4;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s156",100,1,0,156,"totoro","totoro","2026-09-26 09:23:49",20,"freqA;freqB",0.3,23.534,"freqA=16.7;freqA_castor=4.5;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s157",100,1,0,157,"totoro","totoro","2026-09-26 09:23:53",20,"freqA;freqB",0.3,27.418,"freqA=19.3;freqA_castor=5.8;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s158",100,1,0,158,"totoro","totoro","2026-09-26 09:23:52",20,"freqA;freqB",0.3,26.04,"freqA=19.7;freqA_castor=3.9;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s159",100,1,0,159,"totoro","totoro","2026-09-26 09:23:54",20,"freqA;freqB",0.3,27.051,"freqA=20.8;freqA_castor=3.5;freqA_er_castor=1.5;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s16",100,1,0,16,"totoro","totoro","2026-09-26 09:22:17",20,"freqA;freqB",0.3,22.183,"freqA=16.2;freqA_castor=3.8;freqA_er_castor=1.2;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s160",100,1,0,160,"totoro","totoro","2026-09-26 09:23:47",20,"freqA;freqB",0.3,20.408,"freqA=14.2;freqA_castor=4;freqA_er_castor=1.2;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s161",100,1,0,161,"totoro","totoro","2026-09-26 09:23:52",20,"freqA;freqB",0.3,24.223,"freqA=19.2;freqA_castor=3;freqA_er_castor=0.9;freqB=0.9;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s162",100,1,0,162,"totoro","totoro","2026-09-26 09:23:54",20,"freqA;freqB",0.3,24.913,"freqA=18.3;freqA_castor=3.9;freqA_er_castor=1.2;freqB=1.1;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s163",100,1,0,163,"totoro","totoro","2026-09-26 09:23:57",20,"freqA;freqB",0.3,27.387,"freqA=19.9;freqA_castor=5.1;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s164",100,1,0,164,"totoro","totoro","2026-09-26 09:23:56",20,"freqA;freqB",0.3,26.619,"freqA=18.8;freqA_castor=5.5;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s165",100,1,0,165,"totoro","totoro","2026-09-26 09:23:53",20,"freqA;freqB",0.3,23.815,"freqA=17.9;freqA_castor=3.4;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s166",100,1,0,166,"totoro","totoro","2026-09-26 09:23:56",20,"freqA;freqB",0.3,26.686,"freqA=20;freqA_castor=4.3;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s167",100,1,0,167,"totoro","totoro","2026-09-26 09:23:53",20,"freqA;freqB",0.3,23.416,"freqA=17.6;freqA_castor=3.6;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s168",100,1,0,168,"totoro","totoro","2026-09-26 09:24:00",20,"freqA;freqB",0.3,28.566,"freqA=22.2;freqA_castor=4;freqA_er_castor=1.2;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s169",100,1,0,169,"totoro","totoro","2026-09-26 09:23:56",20,"freqA;freqB",0.3,24.285,"freqA=17.8;freqA_castor=4.3;freqA_er_castor=1.3;freqB=0.6;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s17",100,1,0,17,"totoro","totoro","2026-09-26 09:22:18",20,"freqA;freqB",0.3,22.966,"freqA=16.6;freqA_castor=3.9;freqA_er_castor=1.5;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s170",100,1,0,170,"totoro","totoro","2026-09-26 09:23:56",20,"freqA;freqB",0.3,23.527,"freqA=18.4;freqA_castor=3;freqA_er_castor=1;freqB=1;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s171",100,1,0,171,"totoro","totoro","2026-09-26 09:23:59",20,"freqA;freqB",0.3,25.618,"freqA=19.2;freqA_castor=4;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.3;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s172",100,1,0,172,"totoro","totoro","2026-09-26 09:24:02",20,"freqA;freqB",0.3,27.289,"freqA=19.6;freqA_castor=5.2;freqA_er_castor=1.3;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s173",100,1,0,173,"totoro","totoro","2026-09-26 09:24:01",20,"freqA;freqB",0.3,25.43,"freqA=19.7;freqA_castor=3.4;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s174",100,1,0,174,"totoro","totoro","2026-09-26 09:24:01",20,"freqA;freqB",0.3,24.326,"freqA=17.4;freqA_castor=4.4;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s175",100,1,0,175,"totoro","totoro","2026-09-26 09:24:01",20,"freqA;freqB",0.3,24.275,"freqA=18.1;freqA_castor=3.7;freqA_er_castor=1.2;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.3",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s176",100,1,0,176,"totoro","totoro","2026-09-26 09:24:04",20,"freqA;freqB",0.3,26.679,"freqA=20.3;freqA_castor=4.1;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s177",100,1,0,177,"totoro","totoro","2026-09-26 09:24:02",20,"freqA;freqB",0.3,23.964,"freqA=17.5;freqA_castor=4.1;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s178",100,1,0,178,"totoro","totoro","2026-09-26 09:23:58",20,"freqA;freqB",0.3,20.327,"freqA=14.3;freqA_castor=3.8;freqA_er_castor=1.3;freqB=0.6;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s179",100,1,0,179,"totoro","totoro","2026-09-26 09:24:00",20,"freqA;freqB",0.3,21.754,"freqA=15.6;freqA_castor=3.6;freqA_er_castor=1.5;freqB=0.9;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s18",100,1,0,18,"totoro","totoro","2026-09-26 09:22:18",20,"freqA;freqB",0.3,22.607,"freqA=16.8;freqA_castor=3.5;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s180",100,1,0,180,"totoro","totoro","2026-09-26 09:24:01",20,"freqA;freqB",0.3,22.732,"freqA=16.7;freqA_castor=3.6;freqA_er_castor=1.4;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s181",100,1,0,181,"totoro","totoro","2026-09-26 09:24:05",20,"freqA;freqB",0.3,25.565,"freqA=19.2;freqA_castor=3.9;freqA_er_castor=1.5;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s182",100,1,0,182,"totoro","totoro","2026-09-26 09:24:04",20,"freqA;freqB",0.3,24.694,"freqA=18.6;freqA_castor=3.7;freqA_er_castor=1.3;freqB=0.7;freqB_castor=0.3;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s183",100,1,0,183,"totoro","totoro","2026-09-26 09:24:04",20,"freqA;freqB",0.3,23.798,"freqA=17.6;freqA_castor=3.9;freqA_er_castor=1.2;freqB=0.8;freqB_castor=0.1;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s184",100,1,0,184,"totoro","totoro","2026-09-26 09:24:07",20,"freqA;freqB",0.3,26.884,"freqA=19.1;freqA_castor=5.7;freqA_er_castor=1;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
"freq","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s185",100,1,0,185,"totoro","totoro","2026-09-26 09:24:04",20,"freqA;freqB",0.3,22.57,"freqA=16.1;freqA_castor=4;freqA_er_castor=1.3;freqB=0.8;freqB_castor=0.2;freqB_er_castor=0.1",0,"","4.5.3",NA,NA,"0.3.10","1.8.7","HEAD",TRUE
