"arm","n","lambda","rho","estimand","coverage","coverage_se","bias","bias_se","rmse","bias_vs_complete","ci_width","fmi_median","datasets"
"freqA",1000,1,0,"slope",0.99,0.00705327893384296,-0.00361297255848616,0.00286474593994183,0.0405733984464033,-0.00715633992505074,0.171408063376541,0.46661495454425,200
"freqB",1000,1,0,"slope",0.96,0.0138911779241576,-0.00440008601805381,0.00293634285634438,0.0416552580306161,-0.00794345338461839,0.152710578165218,0.33216101091287,200
"bace",100,0.3,0.5,"slope",0.915,0.0197693992252836,-0.0156363404490276,0.00924902505429865,0.131407167115008,-0.0159621397627865,0.458855947704076,0.410677784419267,200
"bace_chain",100,0.3,0.5,"slope",0.96,0.0138911779241576,-0.0294458437287352,0.00838693646972344,0.121921522624126,-0.0297716430424941,0.503164526045248,0.492647262880374,200
"bace_resid",100,0.3,0.5,"slope",0.945,0.0161610923059864,-0.0641636060797565,0.00864348930571926,0.137783307818461,-0.0644894053935154,0.489874501480518,0.445824224190152,200
"complete",100,0.3,0.5,"slope",0.93,0.0180868924470722,0.00032579931375887,0.00656290977773185,0.0925818087454109,0,0.343273514551713,0,200
"freqA",100,0.3,0.5,"slope",0.935,0.0174757549207538,0.00687964684632863,0.00868022805696104,0.1226427943492,0.00655384753292645,0.47558151147688,0.467193462584827,200
"freqB",100,0.3,0.5,"slope",0.915,0.0197693992252836,0.00684667479060369,0.00880738193352128,0.124431918267576,0.00652087547720151,0.413629746798406,0.31776179626045,200
"bace",300,0.3,0.5,"slope",0.94,0.0168349958546813,0.00295002017124485,0.00489379744480394,0.0690985097649283,0.00685060518812906,0.253233354736567,0.384115793219574,200
"bace_chain",300,0.3,0.5,"slope",0.975,0.0110674042659483,-0.0145721591211816,0.00446602220666362,0.0646643127017147,-0.0106715741042973,0.270051893955847,0.44516957236105,200
"bace_resid",300,0.3,0.5,"slope",0.88,0.0230359125352493,-0.0595447197926456,0.00446500414607896,0.0866769277147075,-0.0556441347757613,0.275232974755609,0.444263506235705,200
"complete",300,0.3,0.5,"slope",0.92,0.019231465004808,-0.00390058501688422,0.00392352495315897,0.0554854046306603,0,0.196295859187522,0,200
"freqA",300,0.3,0.5,"slope",0.955,0.014695399751941,-0.0052159773744869,0.00448573529236237,0.0634936911943784,-0.001315392357623,0.267485146737018,0.451779587473102,200
"freqB",300,0.3,0.5,"slope",0.94,0.0168349958546813,-0.0048949791067146,0.00447317972596693,0.0632915385794554,-0.000994394089850694,0.237982760538973,0.307749261060053,200
"bace",1000,0.3,0.5,"slope",0.92,0.0272659924344291,0.0156556784463517,0.00376469390154448,0.0405982680009364,0.0131387097841455,0.136380443815962,0.361493001769738,100
"bace_chain",1000,0.3,0.5,"slope",0.95,0.021904291355759,-0.000308159899223739,0.00350822568929344,0.0349077650922873,-0.0028251285614299,0.143960648136752,0.418297617533681,100
"bace_resid",1000,0.3,0.5,"slope",0.68,0.046882617226215,-0.0553138783364414,0.00347335433650454,0.0652225419695002,-0.0578308469986475,0.148867586229689,0.415229256838283,100
"complete",1000,0.3,0.5,"slope",0.95,0.0154497076780334,0.00308463021262359,0.0019736927084989,0.0280127125098122,0,0.107658880099551,0,200
"freqA",1000,0.3,0.5,"slope",0.984924623115578,0.00865970288296813,0.00417092367529707,0.00241355481605675,0.0342168888215612,0.00129837260374639,0.145681470942313,0.441640636052284,199
"freqB",1000,0.3,0.5,"slope",0.949748743718593,0.0155254869510885,0.00343588942866689,0.00244025584552459,0.03450891706945,0.0005633383571162,0.12940745053553,0.292751536378265,199
"bace",100,0.7,0.5,"slope",0.915,0.0197693992252836,-0.0192108920265975,0.00990749471915807,0.141076540370384,-0.0198488670647018,0.493107738514044,0.444686240376497,200
"bace_chain",100,0.7,0.5,"slope",0.945,0.0161610923059864,-0.0365699678246026,0.0090075048657568,0.132224264732735,-0.0372079428627069,0.531636598540101,0.522078933419915,200
"bace_resid",100,0.7,0.5,"slope",0.905,0.0207854558737449,-0.065034360125765,0.00932895308931768,0.146793432345466,-0.0656723351638694,0.514683545668024,0.472440225895586,200
"complete",100,0.7,0.5,"slope",0.915,0.0197693992252836,0.000637975038104329,0.00661628520997203,0.0933363690000231,0,0.341716050649085,0,200
"freqA",100,0.7,0.5,"slope",0.95,0.0154497076780334,0.0057766922248809,0.0085752657797474,0.121106860369382,0.00513871718677422,0.474880250694205,0.478054420362599,200
"freqB",100,0.7,0.5,"slope",0.94,0.0168349958546813,0.00463428479296229,0.00873701554942023,0.123337866436037,0.00399630975485562,0.413627036618595,0.316803031777232,200
"bace",300,0.7,0.5,"slope",0.92,0.019231465004808,0.0030206580893033,0.00508427060553525,0.0717860438091145,0.00707995614551197,0.259858591367177,0.387208142692304,200
"bace_chain",300,0.7,0.5,"slope",0.96,0.0138911779241576,-0.0159451581546003,0.00467919869505205,0.067906798287821,-0.0118858600983916,0.273398572433995,0.441952971074371,200
"bace_resid",300,0.7,0.5,"slope",0.885,0.0226148659249623,-0.0576236185330924,0.00465903712069776,0.08740766650794,-0.0535643204768837,0.27989030347024,0.433788689932378,200
"complete",300,0.7,0.5,"slope",0.935,0.0174757549207538,-0.00405929805620867,0.00389695137651833,0.0551229324044704,0,0.1965418616653,0,200
"freqA",300,0.7,0.5,"slope",0.96,0.0138911779241576,-0.00522487602034075,0.00458214083107579,0.064849874587346,-0.00116557796410289,0.267305001448878,0.447281039171077,200
"freqB",300,0.7,0.5,"slope",0.935,0.0174757549207538,-0.0051346228271675,0.00459392709786753,0.0650084103905108,-0.00107532477092962,0.23801927469161,0.308716443777471,200
"bace",1000,0.7,0.5,"slope",0.93,0.0256432399976243,0.0186099131083313,0.00370220597489715,0.0412705154423287,0.0159940298722248,0.138086147283259,0.385324973865864,100
"bace_chain",1000,0.7,0.5,"slope",0.97,0.0171446607997765,0.000480495864374337,0.00338108238891402,0.033644776269393,-0.00213538737173212,0.147648308281052,0.437445906361911,100
"bace_resid",1000,0.7,0.5,"slope",0.7,0.0460566186471838,-0.0530463612743555,0.00341711111361142,0.063007179212875,-0.055662244510462,0.150653918798147,0.437897090637599,100
"complete",1000,0.7,0.5,"slope",0.95,0.0154497076780334,0.00317486868080102,0.00197086455679172,0.0279831539373724,0,0.10764898179247,0,200
"freqA",1000,0.7,0.5,"slope",0.974874371859296,0.0111224431748592,0.00372510458270984,0.00238693031114191,0.0337930287719411,0.000396483158917381,0.145719015043711,0.44174935746739,199
"freqB",1000,0.7,0.5,"slope",0.92462311557789,0.0187615566697261,0.00303029087570573,0.00243593029844073,0.0344102664001018,-0.000298330548086733,0.129399040565334,0.293092230234332,199
"bace",100,1,0.5,"slope",0.910714285714286,0.0220660108626467,-0.0735940289147226,0.0112754006669167,0.163240832346623,-0.0674779629229262,0.865637742411982,0.537817346285196,168
"bace_chain",100,1,0.5,"slope",0.945454545454545,0.0177328150981217,-0.0969430998344457,0.00971954000060815,0.157768677780326,-0.0923155866775451,0.830763730424297,0.67088172862765,165
"bace_resid",100,1,0.5,"slope",0.904761904761905,0.022715079859315,-0.0823659549715703,0.0110683956168582,0.165055194568676,-0.0762498889797739,0.895687519391748,0.524818984671519,168
"complete",100,1,0.5,"slope",0.945,0.0161610923059864,-0.000187198643287229,0.00656892671951121,0.0926663039855773,0,0.347693988593918,0,200
"freqA",100,1,0.5,"slope",0.955,0.0146953997519409,-0.0212421651058548,0.00840781946530571,0.120494081939562,-0.0210549664626112,0.482826138787172,0.469070627185427,200
"freqB",100,1,0.5,"slope",0.93,0.0180868924470723,-0.0202132238635626,0.00853290354925113,0.12205675963314,-0.0200260252203189,0.42663203946339,0.342224770463218,200
"bace",300,1,0.5,"slope",0.921465968586387,0.0195160443203371,-0.0233730591429161,0.00671461251269505,0.0954601692899716,-0.0208258381249629,0.309402228908898,0.45543798196106,191
"bace_chain",300,1,0.5,"slope",0.952631578947368,0.015451691871477,-0.0505627029627283,0.00579014167613146,0.0943024491193391,-0.0480935063439345,0.40306480568163,0.601210586843208,190
"bace_resid",300,1,0.5,"slope",0.921465968586387,0.0195160443203371,-0.0326796454774868,0.0065988129616751,0.0966508272294489,-0.0301324244595336,0.31075489370855,0.461217898525551,191
"complete",300,1,0.5,"slope",0.94,0.0168349958546813,-0.00355676467368376,0.00385385849478621,0.0544815878000384,0,0.197229300293804,0,200
"freqA",300,1,0.5,"slope",0.92,0.019231465004808,-0.0263334923112033,0.00495791073037609,0.0747331767059952,-0.0227767276374793,0.273176381408018,0.467269039336355,200
"freqB",300,1,0.5,"slope",0.9,0.0212664361502501,-0.0257905077092373,0.0048909455088483,0.0736579835050782,-0.0222337430355132,0.244623262650668,0.338048544914824,200
"bace",1000,1,0.5,"slope",0.926315789473684,0.0269465285423427,-0.000100385159684669,0.00625944573987363,0.0606876610885604,-0.00179972117646484,0.212239147854223,0.435638077869486,95
"bace_chain",1000,1,0.5,"slope",0.968421052631579,0.0180371122881979,-0.0291961847909414,0.00528384735183907,0.0589644573711592,-0.0308955208077216,0.245266696962453,0.561528975403323,95
"bace_resid",1000,1,0.5,"slope",0.957894736842105,0.0207139612627491,-0.0100947950006795,0.00616426343158944,0.06061130579013,-0.0117941310174597,0.211551352144103,0.424008858963877,95
"complete",1000,1,0.5,"slope",0.95,0.0154497076780334,0.00306864615398038,0.00196883474060741,0.0279428403378584,0,0.107722608634249,0,200
"freqA",1000,1,0.5,"slope",0.935,0.0174757549207538,-0.0222739298778514,0.00250130469338868,0.0417274065916865,-0.0253425760322371,0.149243417878051,0.454555309160055,200
"freqB",1000,1,0.5,"slope",0.875,0.0234440422192481,-0.0233979369791808,0.00258316727401051,0.0433052114048641,-0.0264665831335664,0.133298894087761,0.315112740158794,200
