"dgp","n","lambda","rho","evo","miss","frac","trait","metric","arm","reference","n_common_seeds","mean_diff","mcse_diff"
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","floor","freq",200,-0.0173876568879186,0.00426633285159095
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,-0.00219649609697486,0.00533179916649744
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,0.00524793096477109,0.00542995256141225
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,-0.00121040586010517,0.00527162255138478
"types_mixed",100,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,-0.00206215848550698,0.00531768367203905
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","floor","freq",200,-0.0244958581910326,0.0023347095428222
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","bace","freq",86,-0.0734606546240015,0.00506207037620533
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,-0.0119048749669728,0.00264236512194072
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,-0.0110457887269068,0.00268409051449915
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,-0.0215186318225512,0.00225926249514434
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,-0.0113238248567692,0.00260010886886458
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","floor","freq",200,0.340521430349355,0.00943074218028955
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","bace","freq",100,0.0712906956779184,0.012381640099954
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,0.155859030253858,0.0087856292230261
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,0.148479939309601,0.00844636158494499
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,0.135587593705472,0.00851875188358868
"types_mixed",100,1,0,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,0.133109728699874,0.00863810827053018
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","bace","freq",71,0.0772119153684014,0.0213157649009239
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","floor","freq",200,0.468588401177691,0.00749728223312344
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,0.159564004435674,0.00216800415826377
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,0.154769868731484,0.00211340381780717
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",199,0.148125987717845,0.00202580794179619
"types_mixed",1000,1,0,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,0.148785398356085,0.00228703104251321
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","floor","freq",200,-0.023458259214761,0.00389582780516415
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","bace","freq",100,0.0016426310234257,0.0130170594002804
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,-0.00265919166022488,0.00570262642474115
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,-0.00362979398362899,0.00567104490423988
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,-0.00344948850269173,0.00566657997600004
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,-0.00250801082794076,0.00565660895723563
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","bace","freq",74,-0.131965830286364,0.00529235282807753
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","floor","freq",200,-0.0268989827432923,0.00255394541556577
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,-0.0170372601248449,0.00313276413508587
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,-0.0154212268740319,0.00285010596933434
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,-0.0162130638927362,0.0032828730709072
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,-0.0328518963752972,0.00239827997290938
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","bace","freq",100,0.0793384771973451,0.0138789053351926
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","floor","freq",200,0.326291621703646,0.00982653926453643
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,0.110369808336989,0.00844631036288998
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,0.13048702975895,0.00773565682970739
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",197,0.117434706834231,0.00782125227001201
"types_mixed",100,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,0.129041581108561,0.00914410959858614
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","bace","freq",68,0.0420671465946166,0.0179002347231981
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","floor","freq",200,0.463779327945867,0.00808151732623994
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on","freq",200,0.153915224472833,0.00195808172456814
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off_rphylopars","freq",200,0.156703347544387,0.00161995480761488
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_on_full","freq",200,0.146775196859633,0.00200381523215305
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"cat3","brier","gnn_off","freq",200,0.14674834105661,0.00183942312402493
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","floor","freq",200,-0.007128165916419,0.0036241586078722
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","bace","freq",100,-0.04211698518905,0.0139673326545073
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","bace","freq",97,-0.0671687624915905,0.00459916890372994
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","floor","freq",200,-0.00103606500249491,0.000526318719546289
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","floor","freq",200,0.373027441657438,0.0169568166163742
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","bace","freq",100,0.134818324715716,0.0225481810088192
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",185,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","floor","freq",200,0.470453026830441,0.0156126963423645
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","bace","freq",71,0.245656034132009,0.0299066589590503
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",191,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0.0246562851602247,0.00723204060899614
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","floor","freq",200,-0.000586329750971338,0.00336787190731716
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","bace","freq",100,-0.0555607181621718,0.0142603292800376
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","bace","freq",79,-0.106898459052852,0.00524042762235391
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","floor","freq",200,-0.00123006644137111,0.000768497636156892
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","floor","freq",200,0.359741905413194,0.0206834200204838
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","bace","freq",100,0.115814636351806,0.0332984375566161
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",183,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","bace","freq",100,0.161153175052005,0.0225434101621447
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","floor","freq",200,0.494108862352134,0.0121199140894489
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","freq_lambda","freq",200,0.0197485834405271,0.00688535628024964
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_on_full","freq",193,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","bace","freq",100,-0.0434858368306004,0.0154143940546826
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","floor","freq",200,-0.00858787755340494,0.0034294382572242
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","bace","freq",65,-0.0688221745969778,0.00538217701228639
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","floor","freq",200,-0.00102543671379611,0.000398927416861594
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","floor","freq",200,0.384075145752722,0.0142187855554355
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","bace","freq",100,0.0504069879631504,0.0148210970264332
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","floor","freq",200,0.539145478792055,0.00731932985114796
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","bace","freq",70,0.0710755324219996,0.0218503432301554
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0.0228148316600171,0.00685623393389156
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",199,NA,NA
"types_mixed",1000,1,0,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","bace","freq",100,-0.037693060477624,0.0153721818261156
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","floor","freq",200,-0.00324645765082308,0.0035219943230371
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","bace","freq",65,-0.106966448949304,0.00512785408626581
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","floor","freq",200,-0.0010953624918827,0.000461072676244821
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","bace","freq",100,0.0582550875179962,0.0169382654499841
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","floor","freq",200,0.374368075961301,0.0140620202882003
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",197,NA,NA
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","floor","freq",200,0.547396747616677,0.00743849400843918
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","bace","freq",68,0.0476561162659212,0.018678051542687
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","freq_lambda","freq",200,0.0352582906161019,0.00960543393153144
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","bace","freq",100,0.047061285453675,0.0118590071410604
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","floor","freq",200,0.00244691595354128,0.00167275797657891
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","floor","freq",200,-0.00108773573569631,0.000305160247654116
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","bace","freq",30,-0.0108102324295325,0.00971691153399134
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","bace","freq",100,0.103191001217479,0.0286480711347595
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","floor","freq",200,0.260132196533938,0.0199220550799187
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",185,NA,NA
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","floor","freq",200,0.431159335608527,0.0182703412960861
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","bace","freq",30,0.235862103732757,0.0508676763260183
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",191,NA,NA
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,1,0,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","bace","freq",100,0.0269807144375796,0.00964832635943381
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","floor","freq",200,0.00492509594364827,0.00177455339833604
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","bace","freq",30,-0.0312509355816736,0.00937965843507625
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","floor","freq",200,0.000206126965879031,0.000783697274392461
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","floor","freq",200,0.246335716837624,0.020907727817973
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","bace","freq",100,0.111456350689453,0.0247976845759616
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",183,NA,NA
"types_mixed",100,1,0.5,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","floor","freq",200,0.436715221638708,0.017776291701631
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","bace","freq",30,0.149062042094656,0.0434142711599172
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","gnn_on_full","freq",193,NA,NA
"types_mixed",1000,1,0.5,"BM","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","bace","freq",100,0.054858263062512,0.0108366466536224
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","floor","freq",200,0.00370736766622403,0.00145502914565519
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,0.3,0,"OU","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","floor","freq",200,-0.00035659977383006,0.00030507927908513
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","bace","freq",30,-0.0155069859431239,0.00862004999822019
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",1000,0.3,0,"OU","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","bace","freq",100,0.0420725198055081,0.0138045213446965
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","floor","freq",200,0.219155243529097,0.0142953212956134
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","gnn_on","freq",200,NA,NA
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","gnn_on_full","freq",200,NA,NA
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","gnn_off","freq",200,NA,NA
"types_mixed",100,1,0,"OU","clade",0.3,"ord","brier","gnn_off_rphylopars","freq",200,NA,NA
"types_mixed",1000,1,0,"OU","clade",0.3,"ord","brier","bace","freq",32,0.107532466974077,0.0377730721133627
"types_mixed",1000,1,0,"OU","clade",0.3,"ord","brier","floor","freq",200,0.418131487570595,0.013536118145076
